Time (s),Biomass (g/mL),Lactic Acid (g/mL),Lactose (g/mL),Volume (mL),Temperature (K)
2985.0    ,0.9683      ,0.5084         ,290.7007       ,1329.5108 ,300.08    
2986.0    ,0.9687      ,0.5087         ,290.8219       ,1329.7886 ,300.07    
2987.0    ,0.9691      ,0.5089         ,290.9432       ,1330.0664 ,300.07    
2988.0    ,0.9695      ,0.5091         ,291.0645       ,1330.3442 ,300.06    
2989.0    ,0.9699      ,0.5093         ,291.1858       ,1330.6220 ,300.06    
2990.0    ,0.9703      ,0.5095         ,291.3072       ,1330.8998 ,300.05    
2991.0    ,0.9708      ,0.5097         ,291.4286       ,1331.1776 ,300.05    
2992.0    ,0.9712      ,0.5100         ,291.5500       ,1331.4554 ,300.04    
2993.0    ,0.9716      ,0.5102         ,291.6714       ,1331.7332 ,300.04    
2994.0    ,0.9720      ,0.5104         ,291.7929       ,1332.0110 ,300.03    
2995.0    ,0.9724      ,0.5106         ,291.9144       ,1332.2888 ,300.03    
2996.0    ,0.9728      ,0.5108         ,292.0359       ,1332.5666 ,300.02    
2997.0    ,0.9732      ,0.5111         ,292.1574       ,1332.8444 ,300.02    
2998.0    ,0.9736      ,0.5113         ,292.2790       ,1333.1222 ,300.01    
2999.0    ,0.9740      ,0.5115         ,292.4005       ,1333.4000 ,300.01    
3000.0    ,0.9744      ,0.5117         ,292.5221       ,1333.6778 ,300.00    
3001.0    ,0.9748      ,0.5119         ,292.6438       ,1333.9556 ,299.99    
3002.0    ,0.9752      ,0.5122         ,292.7654       ,1334.2334 ,299.99    
3003.0    ,0.9756      ,0.5124         ,292.8871       ,1334.5112 ,299.98    
3004.0    ,0.9760      ,0.5126         ,293.0088       ,1334.7890 ,299.98    
3005.0    ,0.9764      ,0.5128         ,293.1306       ,1335.0668 ,299.97    
3006.0    ,0.9768      ,0.5130         ,293.2523       ,1335.3446 ,299.97    
3007.0    ,0.9772      ,0.5132         ,293.3741       ,1335.6224 ,299.96    
3008.0    ,0.9777      ,0.5135         ,293.4959       ,1335.9002 ,299.96    
3009.0    ,0.9781      ,0.5137         ,293.6178       ,1336.1780 ,299.95    
3010.0    ,0.9785      ,0.5139         ,293.7396       ,1336.4558 ,299.95    
3011.0    ,0.9789      ,0.5141         ,293.8615       ,1336.7336 ,299.94    
3012.0    ,0.9793      ,0.5143         ,293.9834       ,1337.0114 ,299.94    
3013.0    ,0.9797      ,0.5146         ,294.1054       ,1337.2892 ,299.93    
3014.0    ,0.9801      ,0.5148         ,294.2273       ,1337.5670 ,299.93    
3015.0    ,0.9805      ,0.5150         ,294.3493       ,1337.8448 ,299.92    
3016.0    ,0.9809      ,0.5152         ,294.4713       ,1338.1226 ,299.92    
3017.0    ,0.9813      ,0.5154         ,294.5934       ,1338.4004 ,299.91    
3018.0    ,0.9817      ,0.5157         ,294.7154       ,1338.6782 ,299.91    
3019.0    ,0.9821      ,0.5159         ,294.8375       ,1338.9560 ,299.90    
3020.0    ,0.9825      ,0.5161         ,294.9596       ,1339.2338 ,299.90    
3021.0    ,0.9829      ,0.5163         ,295.0818       ,1339.5116 ,299.89    
3022.0    ,0.9834      ,0.5165         ,295.2039       ,1339.7894 ,299.88    
3023.0    ,0.9838      ,0.5168         ,295.3261       ,1340.0672 ,299.88    
3024.0    ,0.9842      ,0.5170         ,295.4483       ,1340.3450 ,299.87    
3025.0    ,0.9846      ,0.5172         ,295.5706       ,1340.6228 ,299.87    
3026.0    ,0.9850      ,0.5174         ,295.6928       ,1340.9006 ,299.86    
3027.0    ,0.9854      ,0.5176         ,295.8151       ,1341.1784 ,299.86    
3028.0    ,0.9858      ,0.5179         ,295.9374       ,1341.4562 ,299.85    
3029.0    ,0.9862      ,0.5181         ,296.0598       ,1341.7340 ,299.85    
3030.0    ,0.9866      ,0.5183         ,296.1821       ,1342.0118 ,299.84    
3031.0    ,0.9870      ,0.5185         ,296.3045       ,1342.2896 ,299.84    
3032.0    ,0.9874      ,0.5187         ,296.4270       ,1342.5674 ,299.83    
3033.0    ,0.9878      ,0.5190         ,296.5494       ,1342.8452 ,299.83    
3034.0    ,0.9883      ,0.5192         ,296.6719       ,1343.1230 ,299.82    
3035.0    ,0.9887      ,0.5194         ,296.7944       ,1343.4008 ,299.82    
3036.0    ,0.9891      ,0.5196         ,296.9169       ,1343.6786 ,299.81    
3037.0    ,0.9895      ,0.5198         ,297.0394       ,1343.9564 ,299.81    
3038.0    ,0.9899      ,0.5201         ,297.1620       ,1344.2342 ,299.80    
3039.0    ,0.9903      ,0.5203         ,297.2846       ,1344.5120 ,299.80    
3040.0    ,0.9907      ,0.5205         ,297.4072       ,1344.7898 ,299.79    
3041.0    ,0.9911      ,0.5207         ,297.5298       ,1345.0676 ,299.79    
3042.0    ,0.9915      ,0.5210         ,297.6525       ,1345.3454 ,299.78    
3043.0    ,0.9919      ,0.5212         ,297.7752       ,1345.6232 ,299.77    
3044.0    ,0.9923      ,0.5214         ,297.8979       ,1345.9010 ,299.77    
3045.0    ,0.9928      ,0.5216         ,298.0207       ,1346.1788 ,299.76    
3046.0    ,0.9932      ,0.5218         ,298.1434       ,1346.4566 ,299.76    
3047.0    ,0.9936      ,0.5221         ,298.2662       ,1346.7344 ,299.75    
3048.0    ,0.9940      ,0.5223         ,298.3891       ,1347.0122 ,299.75    
3049.0    ,0.9944      ,0.5225         ,298.5119       ,1347.2900 ,299.74    
3050.0    ,0.9948      ,0.5227         ,298.6348       ,1347.5678 ,299.74    
3051.0    ,0.9952      ,0.5229         ,298.7577       ,1347.8456 ,299.73    
3052.0    ,0.9956      ,0.5232         ,298.8806       ,1348.1234 ,299.73    
3053.0    ,0.9960      ,0.5234         ,299.0035       ,1348.4012 ,299.72    
3054.0    ,0.9964      ,0.5236         ,299.1265       ,1348.6790 ,299.72    
3055.0    ,0.9969      ,0.5238         ,299.2495       ,1348.9568 ,299.71    
3056.0    ,0.9973      ,0.5240         ,299.3725       ,1349.2346 ,299.71    
3057.0    ,0.9977      ,0.5243         ,299.4956       ,1349.5124 ,299.70    
3058.0    ,0.9981      ,0.5245         ,299.6187       ,1349.7902 ,299.70    
3059.0    ,0.9985      ,0.5247         ,299.7418       ,1350.0680 ,299.69    
3060.0    ,0.9989      ,0.5249         ,299.8649       ,1350.3458 ,299.69    
3061.0    ,0.9993      ,0.5252         ,299.9880       ,1350.6236 ,299.68    
3062.0    ,0.9997      ,0.5254         ,300.1112       ,1350.9014 ,299.68    
3063.0    ,1.0001      ,0.5256         ,300.2344       ,1351.1792 ,299.67    
3064.0    ,1.0006      ,0.5258         ,300.3576       ,1351.4570 ,299.67    
3065.0    ,1.0010      ,0.5260         ,300.4809       ,1351.7348 ,299.66    
3066.0    ,1.0014      ,0.5263         ,300.6042       ,1352.0126 ,299.65    
3067.0    ,1.0018      ,0.5265         ,300.7275       ,1352.2904 ,299.65    
3068.0    ,1.0022      ,0.5267         ,300.8508       ,1352.5682 ,299.64    
3069.0    ,1.0026      ,0.5269         ,300.9741       ,1352.8460 ,299.64    
3070.0    ,1.0030      ,0.5271         ,301.0975       ,1353.1238 ,299.63    
3071.0    ,1.0034      ,0.5274         ,301.2209       ,1353.4016 ,299.63    
3072.0    ,1.0038      ,0.5276         ,301.3443       ,1353.6794 ,299.62    
3073.0    ,1.0043      ,0.5278         ,301.4678       ,1353.9572 ,299.62    
3074.0    ,1.0047      ,0.5280         ,301.5913       ,1354.2350 ,299.61    
3075.0    ,1.0051      ,0.5283         ,301.7148       ,1354.5128 ,299.61    
3076.0    ,1.0055      ,0.5285         ,301.8383       ,1354.7906 ,299.60    
3077.0    ,1.0059      ,0.5287         ,301.9619       ,1355.0684 ,299.60    
3078.0    ,1.0063      ,0.5289         ,302.0854       ,1355.3462 ,299.59    
3079.0    ,1.0067      ,0.5291         ,302.2090       ,1355.6240 ,299.59    
3080.0    ,1.0071      ,0.5294         ,302.3327       ,1355.9018 ,299.58    
3081.0    ,1.0076      ,0.5296         ,302.4563       ,1356.1796 ,299.58    
3082.0    ,1.0080      ,0.5298         ,302.5800       ,1356.4574 ,299.57    
3083.0    ,1.0084      ,0.5300         ,302.7037       ,1356.7352 ,299.57    
3084.0    ,1.0088      ,0.5303         ,302.8274       ,1357.0130 ,299.56    
3085.0    ,1.0092      ,0.5305         ,302.9512       ,1357.2908 ,299.56    
3086.0    ,1.0096      ,0.5307         ,303.0750       ,1357.5686 ,299.55    
3087.0    ,1.0100      ,0.5309         ,303.1988       ,1357.8464 ,299.55    
3088.0    ,1.0104      ,0.5312         ,303.3226       ,1358.1242 ,299.54    
3089.0    ,1.0109      ,0.5314         ,303.4465       ,1358.4020 ,299.53    
3090.0    ,1.0113      ,0.5316         ,303.5703       ,1358.6798 ,299.53    
3091.0    ,1.0117      ,0.5318         ,303.6943       ,1358.9576 ,299.52    
3092.0    ,1.0121      ,0.5320         ,303.8182       ,1359.2354 ,299.52    
3093.0    ,1.0125      ,0.5323         ,303.9421       ,1359.5132 ,299.51    
3094.0    ,1.0129      ,0.5325         ,304.0661       ,1359.7910 ,299.51    
3095.0    ,1.0133      ,0.5327         ,304.1901       ,1360.0688 ,299.50    
3096.0    ,1.0138      ,0.5329         ,304.3142       ,1360.3466 ,299.50    
3097.0    ,1.0142      ,0.5332         ,304.4382       ,1360.6244 ,299.49    
3098.0    ,1.0146      ,0.5334         ,304.5623       ,1360.9022 ,299.49    
3099.0    ,1.0150      ,0.5336         ,304.6864       ,1361.1800 ,299.48    
3100.0    ,1.0154      ,0.5338         ,304.8106       ,1361.4578 ,299.48    
3101.0    ,1.0158      ,0.5341         ,304.9347       ,1361.7356 ,299.47    
3102.0    ,1.0162      ,0.5343         ,305.0589       ,1362.0134 ,299.47    
3103.0    ,1.0167      ,0.5345         ,305.1831       ,1362.2912 ,299.46    
3104.0    ,1.0171      ,0.5347         ,305.3073       ,1362.5690 ,299.46    
3105.0    ,1.0175      ,0.5349         ,305.4316       ,1362.8468 ,299.45    
3106.0    ,1.0179      ,0.5352         ,305.5559       ,1363.1246 ,299.45    
3107.0    ,1.0183      ,0.5354         ,305.6802       ,1363.4024 ,299.44    
3108.0    ,1.0187      ,0.5356         ,305.8045       ,1363.6802 ,299.44    
3109.0    ,1.0191      ,0.5358         ,305.9289       ,1363.9580 ,299.43    
3110.0    ,1.0196      ,0.5361         ,306.0533       ,1364.2358 ,299.43    
3111.0    ,1.0200      ,0.5363         ,306.1777       ,1364.5136 ,299.42    
3112.0    ,1.0204      ,0.5365         ,306.3021       ,1364.7914 ,299.41    
3113.0    ,1.0208      ,0.5367         ,306.4266       ,1365.0692 ,299.41    
3114.0    ,1.0212      ,0.5370         ,306.5511       ,1365.3470 ,299.40    
3115.0    ,1.0216      ,0.5372         ,306.6756       ,1365.6248 ,299.40    
3116.0    ,1.0221      ,0.5374         ,306.8001       ,1365.9026 ,299.39    
3117.0    ,1.0225      ,0.5376         ,306.9247       ,1366.1804 ,299.39    
3118.0    ,1.0229      ,0.5379         ,307.0493       ,1366.4582 ,299.38    
3119.0    ,1.0233      ,0.5381         ,307.1739       ,1366.7360 ,299.38    
3120.0    ,1.0237      ,0.5383         ,307.2985       ,1367.0138 ,299.37    
3121.0    ,1.0241      ,0.5385         ,307.4232       ,1367.2916 ,299.37    
3122.0    ,1.0246      ,0.5388         ,307.5479       ,1367.5694 ,299.36    
3123.0    ,1.0250      ,0.5390         ,307.6726       ,1367.8472 ,299.36    
3124.0    ,1.0254      ,0.5392         ,307.7974       ,1368.1250 ,299.35    
3125.0    ,1.0258      ,0.5394         ,307.9221       ,1368.4028 ,299.35    
3126.0    ,1.0262      ,0.5396         ,308.0469       ,1368.6806 ,299.34    
3127.0    ,1.0266      ,0.5399         ,308.1717       ,1368.9584 ,299.34    
3128.0    ,1.0270      ,0.5401         ,308.2966       ,1369.2362 ,299.33    
3129.0    ,1.0275      ,0.5403         ,308.4214       ,1369.5140 ,299.33    
3130.0    ,1.0279      ,0.5405         ,308.5463       ,1369.7918 ,299.32    
3131.0    ,1.0283      ,0.5408         ,308.6713       ,1370.0696 ,299.32    
3132.0    ,1.0287      ,0.5410         ,308.7962       ,1370.3474 ,299.31    
3133.0    ,1.0291      ,0.5412         ,308.9212       ,1370.6252 ,299.31    
3134.0    ,1.0296      ,0.5414         ,309.0462       ,1370.9030 ,299.30    
3135.0    ,1.0300      ,0.5417         ,309.1712       ,1371.1808 ,299.30    
3136.0    ,1.0304      ,0.5419         ,309.2962       ,1371.4586 ,299.29    
3137.0    ,1.0308      ,0.5421         ,309.4213       ,1371.7364 ,299.29    
3138.0    ,1.0312      ,0.5423         ,309.5464       ,1372.0142 ,299.28    
3139.0    ,1.0316      ,0.5426         ,309.6715       ,1372.2920 ,299.27    
3140.0    ,1.0321      ,0.5428         ,309.7966       ,1372.5698 ,299.27    
3141.0    ,1.0325      ,0.5430         ,309.9218       ,1372.8476 ,299.26    
3142.0    ,1.0329      ,0.5432         ,310.0470       ,1373.1254 ,299.26    
3143.0    ,1.0333      ,0.5435         ,310.1722       ,1373.4032 ,299.25    
3144.0    ,1.0337      ,0.5437         ,310.2975       ,1373.6810 ,299.25    
3145.0    ,1.0341      ,0.5439         ,310.4227       ,1373.9588 ,299.24    
3146.0    ,1.0346      ,0.5441         ,310.5480       ,1374.2366 ,299.24    
3147.0    ,1.0350      ,0.5444         ,310.6734       ,1374.5144 ,299.23    
3148.0    ,1.0354      ,0.5446         ,310.7987       ,1374.7922 ,299.23    
3149.0    ,1.0358      ,0.5448         ,310.9241       ,1375.0700 ,299.22    
3150.0    ,1.0362      ,0.5450         ,311.0495       ,1375.3478 ,299.22    
3151.0    ,1.0367      ,0.5453         ,311.1749       ,1375.6256 ,299.21    
3152.0    ,1.0371      ,0.5455         ,311.3004       ,1375.9034 ,299.21    
3153.0    ,1.0375      ,0.5457         ,311.4258       ,1376.1812 ,299.20    
3154.0    ,1.0379      ,0.5459         ,311.5513       ,1376.4590 ,299.20    
3155.0    ,1.0383      ,0.5462         ,311.6768       ,1376.7368 ,299.19    
3156.0    ,1.0387      ,0.5464         ,311.8024       ,1377.0146 ,299.19    
3157.0    ,1.0392      ,0.5466         ,311.9280       ,1377.2924 ,299.18    
3158.0    ,1.0396      ,0.5469         ,312.0536       ,1377.5702 ,299.18    
3159.0    ,1.0400      ,0.5471         ,312.1792       ,1377.8480 ,299.17    
3160.0    ,1.0404      ,0.5473         ,312.3048       ,1378.1258 ,299.17    
3161.0    ,1.0408      ,0.5475         ,312.4305       ,1378.4036 ,299.16    
3162.0    ,1.0413      ,0.5478         ,312.5562       ,1378.6814 ,299.16    
3163.0    ,1.0417      ,0.5480         ,312.6819       ,1378.9592 ,299.15    
3164.0    ,1.0421      ,0.5482         ,312.8077       ,1379.2370 ,299.15    
3165.0    ,1.0425      ,0.5484         ,312.9335       ,1379.5148 ,299.14    
3166.0    ,1.0429      ,0.5487         ,313.0593       ,1379.7926 ,299.14    
3167.0    ,1.0434      ,0.5489         ,313.1851       ,1380.0704 ,299.13    
3168.0    ,1.0438      ,0.5491         ,313.3110       ,1380.3482 ,299.12    
3169.0    ,1.0442      ,0.5493         ,313.4368       ,1380.6260 ,299.12    
3170.0    ,1.0446      ,0.5496         ,313.5627       ,1380.9038 ,299.11    
3171.0    ,1.0450      ,0.5498         ,313.6887       ,1381.1816 ,299.11    
3172.0    ,1.0455      ,0.5500         ,313.8146       ,1381.4594 ,299.10    
3173.0    ,1.0459      ,0.5502         ,313.9406       ,1381.7372 ,299.10    
3174.0    ,1.0463      ,0.5505         ,314.0666       ,1382.0150 ,299.09    
3175.0    ,1.0467      ,0.5507         ,314.1926       ,1382.2928 ,299.09    
3176.0    ,1.0471      ,0.5509         ,314.3187       ,1382.5706 ,299.08    
3177.0    ,1.0476      ,0.5511         ,314.4448       ,1382.8484 ,299.08    
3178.0    ,1.0480      ,0.5514         ,314.5709       ,1383.1262 ,299.07    
3179.0    ,1.0484      ,0.5516         ,314.6970       ,1383.4040 ,299.07    
3180.0    ,1.0488      ,0.5518         ,314.8232       ,1383.6818 ,299.06    
3181.0    ,1.0493      ,0.5521         ,314.9493       ,1383.9596 ,299.06    
3182.0    ,1.0497      ,0.5523         ,315.0755       ,1384.2374 ,299.05    
3183.0    ,1.0501      ,0.5525         ,315.2018       ,1384.5152 ,299.05    
3184.0    ,1.0505      ,0.5527         ,315.3280       ,1384.7930 ,299.04    
3185.0    ,1.0509      ,0.5530         ,315.4543       ,1385.0708 ,299.04    
3186.0    ,1.0514      ,0.5532         ,315.5806       ,1385.3486 ,299.03    
3187.0    ,1.0518      ,0.5534         ,315.7069       ,1385.6264 ,299.03    
3188.0    ,1.0522      ,0.5536         ,315.8333       ,1385.9042 ,299.02    
3189.0    ,1.0526      ,0.5539         ,315.9597       ,1386.1820 ,299.02    
3190.0    ,1.0530      ,0.5541         ,316.0861       ,1386.4598 ,299.01    
3191.0    ,1.0535      ,0.5543         ,316.2125       ,1386.7376 ,299.01    
3192.0    ,1.0539      ,0.5546         ,316.3390       ,1387.0154 ,299.00    
3193.0    ,1.0543      ,0.5548         ,316.4655       ,1387.2932 ,299.00    
3194.0    ,1.0547      ,0.5550         ,316.5920       ,1387.5710 ,298.99    
3195.0    ,1.0552      ,0.5552         ,316.7185       ,1387.8488 ,298.99    
3196.0    ,1.0556      ,0.5555         ,316.8451       ,1388.1266 ,298.98    
3197.0    ,1.0560      ,0.5557         ,316.9717       ,1388.4044 ,298.98    
3198.0    ,1.0564      ,0.5559         ,317.0983       ,1388.6822 ,298.97    
3199.0    ,1.0568      ,0.5561         ,317.2249       ,1388.9600 ,298.97    
3200.0    ,1.0573      ,0.5564         ,317.3516       ,1389.2378 ,298.96    
3201.0    ,1.0577      ,0.5566         ,317.4782       ,1389.5156 ,298.96    
3202.0    ,1.0581      ,0.5568         ,317.6050       ,1389.7934 ,298.95    
3203.0    ,1.0585      ,0.5571         ,317.7317       ,1390.0712 ,298.95    
3204.0    ,1.0590      ,0.5573         ,317.8585       ,1390.3490 ,298.94    
3205.0    ,1.0594      ,0.5575         ,317.9852       ,1390.6268 ,298.93    
3206.0    ,1.0598      ,0.5577         ,318.1121       ,1390.9046 ,298.93    
3207.0    ,1.0602      ,0.5580         ,318.2389       ,1391.1824 ,298.92    
3208.0    ,1.0607      ,0.5582         ,318.3658       ,1391.4602 ,298.92    
3209.0    ,1.0611      ,0.5584         ,318.4926       ,1391.7380 ,298.91    
3210.0    ,1.0615      ,0.5587         ,318.6196       ,1392.0158 ,298.91    
3211.0    ,1.0619      ,0.5589         ,318.7465       ,1392.2936 ,298.90    
3212.0    ,1.0624      ,0.5591         ,318.8735       ,1392.5714 ,298.90    
3213.0    ,1.0628      ,0.5593         ,319.0004       ,1392.8492 ,298.89    
3214.0    ,1.0632      ,0.5596         ,319.1275       ,1393.1270 ,298.89    
3215.0    ,1.0636      ,0.5598         ,319.2545       ,1393.4048 ,298.88    
3216.0    ,1.0640      ,0.5600         ,319.3816       ,1393.6826 ,298.88    
3217.0    ,1.0645      ,0.5602         ,319.5087       ,1393.9604 ,298.87    
3218.0    ,1.0649      ,0.5605         ,319.6358       ,1394.2382 ,298.87    
3219.0    ,1.0653      ,0.5607         ,319.7629       ,1394.5160 ,298.86    
3220.0    ,1.0657      ,0.5609         ,319.8901       ,1394.7938 ,298.86    
3221.0    ,1.0662      ,0.5612         ,320.0173       ,1395.0716 ,298.85    
